Review;Label;Sentiment;Domain
i dont know what id do without it. my only concern however is that whenever i am playing music from jukebox and i get a phone call, i have to close and reopen the app to play music once again. i would greatly appreciate it if it were improved so that the music only pauses when theres an incoming call, as opposed to stopping altogether.;Usa;Positive;Music    
Was excited to read about this app for Dropbox and to avoid iTunes most hated software on the planet.;Mis;Negative;Music   
Started up and downloaded 10,000 songs  All I n alpha orderuselessness.  All my songs in Dropbox are by album organized by genrelost all this organization.;Mis;Neutral;Music    
Would really appreciate any ideas on this.  Really need to put a stake in heart of iTunes   Thanks;Mis;Positive;Music    
Perfect for me I keep LOTS of music in my Dropbox, and this is the best app for playing them, without having to iTunes sync. Great features as well.;Mis;Positive;Music   
Amazing App I love the design and very productive. Just one small problem. Please add a scroll bar at the side to make it easier to find desired songs;Usa;Positive;Music   
I was using Dropbox which I like, except I can't listen to more than one song at a time.  It's fine when I have a 30 min meditation to play, but not when I want to hear 4 meditative pieces in a row.  Jukebox is so easy to transfer files and create a playlist.  Why can't they all be this easy  Thank you  Love the ap;Mis;Positive;Music   
Convenient app for listening to music without using data. Welldesigned and easy to use;Mis;Positive;Music   
I wouldnt reccomend another app but this one;Mis;Neutral;Music   
The app says it is down loading from Dropbox at about 1 minute per 1000 songs. Have 18,000 songs on Dropbox. 45 minutes later and still downloading. ;Per;Neutral;Music   
No info if there is a size limit. No contact info. These features will be very useful. Please add;Usa;Positive;Music    
This app really made my life easy for listening offline music;Mis;Positive;Music   
No filefolder browser. Pools all audio files into one massive list that you have to scroll through. Doubt it will get updated with functionality considering that it's been almost a year without an update.;Sup,Usa;Negative;Music    
If you were able to play music offline, you wouldn't need to download them into into your phone The idea is to save space, not take. However, I do like the unique interface... and free from ads.;Usa;Positive;Music    
This is awesome because I produce music and it enables me to listen to my songs that I am working on....;Mis;Positive;Music   
Really easy user interface and downloads quickly;Mis;Positive;Music   
At the beginning the app worked completely fine and worked very well but after a while I tried to import more songs into jukebox from Dropbox but it kept crashing. I restated my phone, deleted some songs on the app, and tried to make more space on my phone by deleting other apps but nothing worked. I hope this is fixed or someone tells me how to fix this problem.;Dep;Negative;Music   
I've used other apps like music cloud and cloud music player for this before . This app is a massive improvement since it has no ads and the player is sleek. It's also free for real  Thanks for unlocking my Dropbox library jukebox .;Mis;Positive;Music   
This app does not work with my apple watch. Help. How do I fix the problem?;Sup,Usa;Neutral;Music   
I was excited to be able to hear my baby's heart beat, but it turns out this app will give any object a heart beat as long as the speaker is covered  it is such a waste of money and a huge scam. Do not waste your time or money on these apps, just get a real ultrasound or buy a doppler. It's too good to be true, and now I am disappointed in myself for believing otherwise.;Mis;Positive;Lifestyle    
Paid 4.99 for an app that doesn't work.;Dep;Neutral;Lifestyle   
Ever since we downloaded the app we can't stop using it Super exciting during a first time pregnancy ;Mis;Positive;Lifestyle   
Downloaded it to hear the heartbeat of my baby , so I tried to see if I could hear my heartbeat as well and couldn't even hear that... I sure would like to have my 4.99 refunded asap... why charge for something that not going to work properly.;Usa;Positive;Lifestyle    
My wife is 40 weeks pregnant.i thought of buying it to check the baby's heartbeat.the volume is pretty low. So you don't know weather you are in the heart area to record the heartbeat.you keep on moving your microphone to capture the actual sound not knowing weather you are at the right spot to record .the recording had good volume.but not the actual application .in fact it doesn't even record my own heartbeat when I tried..it was my folly to purchase it ..;Usa;Positive;Lifestyle    
We love the app  I downloaded it for her to try and it did indeed work  Just the idea that we can finally save the recording is amazing  ;Mis;Positive;Lifestyle   
I also played around with it and saw that it was relatively easy to find my own heartbeat too;Mis;Positive;Lifestyle   
